bsopAdtnlFcltCd,cocrPrkgTrcn,dspnPrkgTrcn,fscarPrkgTrcn,gudClssCd,gudClssNm,hdqrCd,hdqrNm,mtnofCd,mtnofNm,pstnoCd,routeCd,routeNm,rprsTelNo,svarAddr,svarCd,svarGsstClssCd,svarGsstClssNm,svarNm,sliced_rest,wifi,satisfaction,electric_car,nursing_room,pharmacy,Braile_block,pet
A00029,64,135,66,0,상행,900000,충북본부,310500,제천,220860.0,550,중앙선,0337628030,강원도 원주시 신림면 금창리 500-55,218,0,휴게소,치악(춘천)휴게소,치악(춘천),false,,true,true,false,true,
A00027,46,112,60,0,상행,300000,강원본부,310400,홍천,250880.0,550,중앙선,0334351201,강원도 홍천군 북방면 소매곡리 294,213,0,휴게소,홍천강(춘천)휴게소,홍천강(춘천),true,1.0,true,true,false,true,
A00152,101,4,45,0,상행,700000,부산경남본부,710700,고성,638951.0,351,통영대전선,0556740494,경남 고성군 대가면 신전리 85번지,289,0,휴게소,고성공룡나라(대전)휴게소,고성공룡나라(대전),true,,true,true,false,false,
A00153,101,4,57,1,하행,700000,부산경남본부,710700,고성,638951.0,351,통영대전선,0556747028,경남 고성군 대가면 송계리 447-7번지,288,0,휴게소,고성공룡나라(통영)휴게소,고성공룡나라(통영),true,,true,true,false,false,
A00104,170,218,44,0,상행,800000,전북본부,810300,무주,312830.0,351,통영대전선,0417549200,충남 금산군 군북면 대암길 34-30,153,0,휴게소,금산인삼랜드(대전)휴게소,금산인삼랜드(대전),true,,true,true,false,false,
A00105,201,6,36,1,하행,800000,전북본부,810300,무주,312830.0,351,통영대전선,0417512892,충남 금산군 군북면 외부리 718,154,0,휴게소,금산인삼랜드(통영)휴게소,금산인삼랜드(통영),true,,true,true,false,false,
A00114,143,6,42,0,상행,800000,전북본부,810300,무주,568840.0,351,통영대전선,0633534200,전라북도 무주군 안성면 공진리 471,157,0,휴게소,덕유산(대전)휴게소,덕유산(대전),true,,true,true,false,false,
A00115,147,206,51,1,하행,800000,전북본부,810300,무주,597860.0,351,통영대전선,0633535100,전라북도 장수군 계북면 통영대전고속도로 147,158,0,휴게소,덕유산(통영)휴게소,덕유산(통영),true,,true,true,false,true,
A00098,97,146,45,0,상행,700000,부산경남본부,710600,산청,666940.0,351,통영대전선,0559735970,경남 산청군 단성면 방목리 산71-7,165,0,휴게소,산청(대전)휴게소,산청(대전),true,,true,true,false,false,
A00099,82,3,45,1,하행,700000,부산경남본부,710600,산청,666940.0,351,통영대전선,0559739036,경남 산청군 단성면 방목리 산68-7,166,0,휴게소,산청(통영)휴게소,산청(통영),true,2.0,true,true,false,true,
000486,0,0,0,0,상행,200000,수도권본부,210400,경기광주,464810.0,351,통영대전선,00000000000,경기 광주시 중부면 상번천리 803-2 상번천졸음쉼터,486,0,휴게소,상번천(통영)졸음쉼터,상번천(통영)졸음쉼터,false,,false,false,false,false,
A00275,75,101,22,0,상행,700000,부산경남본부,710600,산청,67685.0,351,통영대전선,0559638001,경남 함양군 지곡면 보산리 278-6,551,0,휴게소,함양(대전)휴게소,함양(대전),true,,true,true,false,false,
A00276,93,124,27,1,하행,700000,부산경남본부,710600,산청,67685.0,351,통영대전선,,경남 함양군 지곡면 보산리 산40-1,552,0,휴게소,함양(통영)휴게소,함양(통영),true,,true,true,false,true,
A00129,75,101,22,0,상행,700000,부산경남본부,710600,산청,676852.0,350,"통영대전선,중부선",0559638001,경남 함양군 지곡면 보산리 278-6,161,0,휴게소,함양(대전)휴게소,함양(대전),true,,true,true,false,false,
A00130,93,124,27,1,하행,700000,부산경남본부,710600,산청,676852.0,350,"통영대전선,중부선",0559639546,경남 함양군 지곡면 보산리산40-1,162,0,휴게소,함양(통영)휴게소,함양(통영),true,,true,true,false,true,
000458,0,0,0,0,상행,990000,-,210100,인천,445871.0,1530,평택시흥선,00000000000,경기 화성시 송산면 고정리 349-26,458,0,휴게소,송산포도휴게소,송산포도,false,,false,false,false,false,
A00233,61,0,26,1,하행,900000,충북본부,310800,엄정,27681.0,400,평택제천선,0438810001,충북 음성군 금왕읍 용계리 평택제천고속도로 70,414,0,휴게소,금왕(제천)휴게소,금왕(제천),false,,true,true,false,false,true
A00232,55,4,41,0,상행,900000,충북본부,310800,엄정,369900.0,400,평택제천선,0438777000,충북 음성군 금왕읍 용계리,413,0,휴게소,금왕(평택)휴게소,금왕(평택),false,,true,true,false,true,
A00169,101,5,67,1,하행,900000,충북본부,310800,엄정,456853.0,400,평택제천선,0316744406,경기 안성시 서운면 신능리 51-11 외 29필지,333,0,휴게소,안성맞춤(제천)휴게소,안성맞춤(제천),false,,true,true,false,false,
A00165,101,6,58,0,상행,900000,충북본부,310800,엄정,456853.0,400,평택제천선,0316733822,경기 안성시 서운면 신능리 51-16 외 23필지,331,0,휴게소,안성맞춤(평택)휴게소,안성맞춤(평택),false,,true,true,false,true,
A00274,0,0,0,0,상행,900000,충북본부,310800,엄정,38092.0,400,평택제천선,00000000000,충청북도 충주시 중앙탑면 하구암리 352-3 중앙탑졸음쉼터,547,0,휴게소,중앙탑(평택)졸음쉼터,중앙탑(평택)졸음쉼터,false,,false,false,false,false,
A00240,75,3,44,1,하행,900000,충북본부,310800,엄정,380830.0,400,평택제천선,0438442991,충북 충주시 산척면 평택제천고속도로 106,419,0,휴게소,천등산(제천)휴게소,천등산(제천),false,,true,true,false,true,
A00239,85,3,26,0,상행,900000,충북본부,310800,엄정,380830.0,400,평택제천선,043-844-2930,충북 충주시 산척면 평택제천고속도로 109,420,0,휴게소,천등산(평택)휴게소,천등산(평택),false,,true,true,false,true,
A00299,0,0,0,0,상행,200000,수도권본부,210700,화성,17797.0,400,평택제천선,0316834800,경기 평택시 청북읍 평택제천고속도로 6(평택복합휴게소),572,0,휴게소,평택휴게소,평택,false,,true,true,true,false,
000457,0,0,0,1,하행,990000,-,210100,인천,447250.0,170,평택파주선,00000000000,경기 오산시 지곶동 60-10,457,0,휴게소,오산(동탄)휴게소,오산(동탄),false,,false,false,false,false,
000456,0,0,0,0,상행,990000,-,210100,인천,447250.0,170,평택파주선,00000000000,경기 오산시 지곶동 56-8,456,0,휴게소,오산(봉담)휴게소,오산(봉담),false,,false,false,false,false,
A00302,111,5,43,1,하행,700000,부산경남본부,710900,서울산,44956.0,140,함양울산선,0529334242,울산 울주군 삼동면 보은리 산 213-15 외 10필지,578,0,휴게소,울주(울산)휴게소,울주(울산),true,,false,true,false,false,
A00301,153,5,50,0,상행,700000,부산경남본부,710900,서울산,44956.0,140,함양울산선,0529335242,울산 울주군 삼동면 보은리 산 193-1 외 필지,577,0,휴게소,울주(함양)휴게소,울주(함양),true,,false,true,false,false,
A00063,125,4,11,1,하행,500000,광주전남본부,510700,담양,516930.0,251,호남선,0613632766,전남 곡성군 겸면 가정리 산96-6,131,0,휴게소,곡성(순천)휴게소,곡성(순천),true,,true,true,false,true,
A00056,84,5,21,0,상행,500000,광주전남본부,510700,담양,516930.0,251,호남선,0613628300,전남 곡성군 겸면 가정리 347,130,0,휴게소,곡성(천안)휴게소,곡성(천안),true,,true,true,false,true,
A00061,60,93,29,1,하행,500000,광주전남본부,510200,광주,57202.0,251,호남선,0613949990,전라남도 장성군 북이면 호남고속도로 107 (백양사휴게소(하)),127,0,휴게소,백양사(순천)휴게소,백양사(순천),true,,true,true,false,true,
A00060,60,93,29,0,상행,500000,광주전남본부,510200,광주,57230.0,251,호남선,0613945177,전라남도 장성군 북일면 호남고속도로 108 (백양사휴게소(상행)) 박산리 158,126,0,휴게소,백양사(천안)휴게소,백양사(천안),true,1.0,true,true,false,true,
A00064,40,242,10,1,하행,500000,광주전남본부,510300,순천,540810.0,251,호남선,0617554982,전남 순천시 서면 비월리 산169-2,138,0,휴게소,순천(순천)휴게소,순천(순천),true,1.0,true,true,false,true,
A00045,164,229,60,1,하행,800000,전북본부,810400,논산,570930.0,251,호남선,0638365168,전북 익산시 여산면 호산리 32-6,119,0,휴게소,여산(순천)휴게소,여산(순천),true,,true,true,false,true,
A00044,147,168,17,0,상행,800000,전북본부,810400,논산,570930.0,251,호남선,0638365280,전북 익산시 여산면 호산리 24-1,118,0,휴게소,여산(천안)휴게소,여산(천안),true,,false,true,false,true,
A00228,22,3,10,1,하행,500000,광주전남본부,520100,보성,526871.0,251,호남선,07043258112,전남 영암군 학산면 상월리 산 117-7,406,0,휴게소,영암(광양)휴게소,영암(광양),false,,false,false,false,false,
A00229,22,3,10,0,상행,500000,광주전남본부,520100,보성,526871.0,251,호남선,07043258112,전남 영암군 학산면 상월리 산 117-5,407,0,휴게소,영암(목포)휴게소,영암(목포),false,,false,false,false,false,
A00191,57,92,29,1,하행,800000,전북본부,810100,전주,138170.0,251,호남선,0632274114,서울 송파구 송파동 185-5,355,0,휴게소,이서(순천)휴게소,이서(순천),true,,true,true,false,true,
A00190,55,90,29,0,상행,800000,전북본부,810100,전주,138170.0,251,호남선,0632362592,서울 송파구 송파동 185-5,358,0,휴게소,이서(천안)휴게소,이서(천안),true,,true,true,false,true,
A00052,126,159,25,1,하행,800000,전북본부,810100,전주,580810.0,251,호남선,0635320510,전북 정읍시 북면 남산리 19-1,123,0,휴게소,정읍녹두장군(순천)휴게소,정읍녹두장군(순천),true,,true,true,false,false,
A00051,123,169,40,0,상행,800000,전북본부,810100,전주,580810.0,251,호남선,0635322373,전북 정읍시 북면 남산리 20-5,122,0,휴게소,정읍녹두장군(천안)휴게소,정읍녹두장군(천안),true,,true,true,false,false,
A00055,61,95,30,1,하행,500000,광주전남본부,510300,순천,540840.0,251,호남선,0617544988,전남 순천시 주암면 고산리 252-2,134,0,휴게소,주암(순천)휴게소,주암(순천),true,2.0,true,true,false,true,
A00062,34,85,47,0,상행,500000,광주전남본부,510300,순천,540841.0,251,호남선,0617542229,전남 순천시 주암면 고산리 57-4,135,0,휴게소,주암(천안)휴게소,주암(천안),true,1.0,true,true,false,true,
A00043,79,140,57,1,하행,800000,전북본부,810400,논산,320880.0,2510,호남선의 지선,0417327694,충남 논산시 벌곡면 호남지선고속도로25,240,0,휴게소,벌곡(논산)휴게소,벌곡(논산),true,,true,true,false,true,
A00042,94,5,50,0,상행,800000,전북본부,810400,논산,320883.0,2510,호남선의 지선,0417345250,충남 논산시 벌곡면 양산리124-1,238,0,휴게소,벌곡(대전)휴게소,벌곡(대전),true,,true,true,false,true,
A00282,0,0,0,1,하행,400000,대전충남본부,410200,대전,30535.0,2510,호남선의 지선,0420000000,대전광역시 유성구 방현동 86 북대전IC(논산)졸음쉼터,561,0,휴게소,북대전(논산)졸음쉼터,북대전(논산)졸음쉼터,false,,false,false,false,false,
