direction,diselPrice,gasolinePrice,lpgPrice,lpgYn,oilCompany,serviceAreaCode,telNo,routeCode,routeName,serviceAreaCode2,serviceAreaName,svarAddr,restNm,svarCd,electric,hydrogen
양평,1506,1669,1071,Y,AD,B00134,043-832-6598,450.0,중부내륙선,296.0,괴산(양평)주유소,충북 괴산군 장연면오가리 293-2,괴산(양평),295.0,1.0,0.0
양평,1504,1669,1055,Y,AD,B00137,054-554-1614,450.0,중부내륙선,275.0,문경(창원)주유소,경북 문경시 유곡동418-1,문경(창원),273.0,,
양평,1497,1668,1068,Y,AD,B00147,054-931-5149,450.0,중부내륙선,283.0,남성주참외(양평)주유소,경북 성주군 용암면본리 428,남성주참외(양평),278.0,,
양평,1535,1719,1039,Y,AD,B00166,031-884-9718,450.0,중부내륙선,353.0,서여주(창원)주유소,경기 여주시 세종대왕면중부내륙고속도로 271,서여주(창원),351.0,,
강릉,1506,1678,1025,Y,AD,B00007,031-332-3221,500.0,영동선,209.0,용인(강릉)주유소,경기 용인시 양지면주북리 958-3,용인(강릉),207.0,1.0,0.0
강릉,1502,1665,1047,Y,AD,B00008,031-881-6132,500.0,영동선,206.0,여주(강릉)주유소,경기도 여주시 가남읍 여주남로 722 여주(강릉방향)주유소,여주(강릉),203.0,1.0,1.0
강릉,1503,1668,1016,Y,AD,B00016,033-342-7357,500.0,영동선,196.0,횡성(강릉)주유소,강원도 횡성군 안흥면소사리 1512-4,횡성(강릉),194.0,1.0,0.0
강릉,1502,1665,1047,Y,AD,B00017,033-734-0764,500.0,영동선,202.0,문막(강릉)주유소,강원 원주시 문막읍동화리 116번지,문막(강릉),201.0,1.0,1.0
강릉,1507,1667,X,N,AD,B00079,033-334-5108,500.0,영동선,187.0,평창(강릉)주유소,강원 평창군 용평면이목정리 778-2,평창(강릉),188.0,1.0,0.0
강릉,1499,1688,1058,Y,AD,B00088,033-648-9559,500.0,영동선,183.0,강릉(강릉)주유소,강원도 강릉시 성산면보광리 산273,강릉(강릉),181.0,1.0,0.0
강릉,1783,1892,1027,Y,SK,B00171,031-635-8858,500.0,영동선,359.0,덕평(강릉)주유소,경기 이천시 마장면각평리 산23,덕평,292.0,1.0,0.0
강릉,1510,1677,1057,Y,SK,B00236,031-403-5158,500.0,영동선,591.0,안산(강릉)주유소,경기 안산시 단원구 영동고속도로15(선부동),안산,589.0,,
인천,1506,1678,1025,Y,AD,B00006,031-339-2262,500.0,영동선,210.0,용인(인천)주유소,경기 용인시 고림동88-1,용인(인천),208.0,1.0,0.0
인천,1502,1674,X,N,AD,B00009,033-734-0767,500.0,영동선,200.0,문막(인천)주유소,강원 원주시 문막읍포진리 938-7,문막(인천),199.0,1.0,0.0
인천,1503,1668,1016,Y,AD,B00013,031-881-3665,500.0,영동선,205.0,여주(인천)주유소,경기 여주군 가남면본두리 677-1,여주(인천),204.0,1.0,0.0
인천,1502,1665,1016,Y,AD,B00015,033-342-5880,500.0,영동선,197.0,횡성(인천)주유소,강원도 횡성군 안흥면 영동고속도로 153-1 (소사주유소)영동고속도로 153-1,횡성(인천),195.0,1.0,0.0
인천,1518,1688,988,Y,AD,B00075,033-332-5107,500.0,영동선,189.0,평창(인천)주유소,강원도 평창군 용평면이목정리 476-4,평창(인천),186.0,,
인천,1499,1688,1058,Y,AD,B00087,033-647-7112,500.0,영동선,184.0,강릉(인천)주유소,강원 강릉시 성산면성연로 519-40,강릉(인천),182.0,,
인천,1783,1892,1027,Y,SK,B00170,031-635-8858,500.0,영동선,354.0,덕평(인천)주유소,경기 이천시 마장면각평리 산 23,덕평,292.0,1.0,0.0
인천,1515,1682,1057,Y,SK,B00235,031-402-5157,500.0,영동선,590.0,안산(인천)주유소,경기 안산시 단원구 영동고속도로15(선부동),안산,589.0,,
부산,1510,1697,977,Y,AD,B00054,054-853-9758,550.0,중앙선,227.0,안동(부산)주유소,경북 안동시 풍산읍계평리 137,안동(부산),225.0,1.0,0.0
부산,1506,1668,977,Y,AD,B00056,054-383-6116,550.0,중앙선,231.0,군위(부산)주유소,대구광역시 군위군 군위읍오곡리 산67-5,군위(부산),229.0,1.0,0.0
부산,1535,1695,1032,Y,AD,B00089,033-763-8603,550.0,중앙선,219.0,치악(부산)주유소,강원도 원주시 신림면금창리 550,치악(부산),217.0,1.0,0.0
부산,1497,1657,1016,Y,AD,B00091,043-423-5406,550.0,중앙선,224.0,단양팔경(부산)주유소,충청북도 단양군 적성면기동리 산74-1,단양팔경(부산),223.0,,
부산,1502,1657,1068,Y,AD,B00112,033-731-0736,550.0,중앙선,216.0,원주(부산)주유소,강원도 원주시 호저면마근거리길 120,원주(부산),299.0,1.0,0.0
부산,1627,1799,1039,Y,AD,B00115,033-264-0391,550.0,중앙선,212.0,춘천(부산)주유소,강원 춘천시 동내면 사암리산123-2,춘천(부산),211.0,1.0,1.0
부산,1508,1657,977,Y,AD,B00124,054-977-6934,550.0,중앙선,252.0,동명(춘천)주유소,경북 칠곡군 동명면가천리 85-2,동명(춘천),250.0,1.0,0.0
춘천,1510,1697,977,Y,AD,B00055,054-854-3324,550.0,중앙선,228.0,안동(춘천)주유소,경북 안동시 풍산읍계평리 산133-4,안동(춘천),226.0,1.0,0.0
춘천,1506,1668,977,Y,AD,B00057,054-383-6117,550.0,중앙선,232.0,군위(춘천)주유소,대구광역시 군위군 군위읍오곡리 산68-8,군위(춘천),230.0,1.0,0.0
춘천,1535,1695,1032,Y,AD,B00090,033-762-0349,550.0,중앙선,220.0,치악(춘천)주유소,강원도 원주시 신림면금창리 500,치악(춘천),218.0,1.0,0.0
춘천,1506,1697,977,Y,AD,B00092,043-421-1676,550.0,중앙선,222.0,단양팔경(춘천)주유소,충청북도 단양군 단성면하방리 56,단양팔경(춘천),221.0,,
춘천,1515,1690,1050,Y,AD,B00109,033-435-6751,550.0,중앙선,214.0,홍천강(춘천)주유소,강원 홍천군 북방면소매곡리(도사곡길) 223,홍천강(춘천),213.0,1.0,0.0
춘천,1517,1679,X,N,AD,B00111,033-731-6425,550.0,중앙선,215.0,원주(춘천)주유소,강원도 원주시 호저면 마근거리길 110 (원주(춘천방향)휴게소)옥산리 219-1,원주(춘천),300.0,1.0,0.0
춘천,1508,1657,977,Y,AD,B00123,054-977-6941,550.0,중앙선,251.0,동명(부산)주유소,경북 칠곡군 동명면가천리 60,동명(부산),249.0,1.0,0.0
서울,1509,1669,1047,Y,AD,B00207,033-436-7887,600.0,서울양양선,511.0,홍천(서울)주유소,대전광역시 서구 대덕대로220번길 46(둔산동),홍천(서울),509.0,1.0,0.0
서울,1509,1669,1047,Y,AD,B00209,033-852-7110,600.0,서울양양선,514.0,내린천(서울)주유소,강원도 인제군 상남면 서울양양고속도로 117내린천서울주유소,내린천,513.0,1.0,0.0
양양,1509,1669,1047,Y,AD,B00208,033-436-7997,600.0,서울양양선,512.0,홍천(양양)주유소,대전광역시 서구 대덕대로220번길 46(둔산동),홍천(양양),510.0,1.0,0.0
양양,1509,1669,1047,Y,AD,B00210,033-852-7220,600.0,서울양양선,515.0,내린천(양양)주유소,강원 인제군 상남면 서울양양고속도로 117-2상남리(상남로),내린천,513.0,1.0,1.0
동해,1517,1679,1074,Y,AD,B00018,033-534-6648,650.0,동해선,235.0,동해(삼척)주유소,강원도 동해시 망상동산5-4,동해(삼척),233.0,,
동해,1509,1699,X,N,AD,B00127,033-644-8456,650.0,동해선,281.0,구정(삼척)주유소,강원 강릉시 구정면제비리 888,구정(삼척),267.0,,
속초,1506,1678,1025,Y,AD,B00125,033-534-2100,650.0,동해선,302.0,옥계(속초)주유소,강원 강릉시 옥계면도직리 산2-2,옥계(속초),301.0,1.0,0.0
속초,1503,1673,X,N,AD,B00126,033-644-4929,650.0,동해선,310.0,구정(속초)주유소,강원 강릉시 구정면제비리 608,구정(속초),274.0,1.0,0.0
동해,1508,1657,X,N,AD,B00197,,652.0,울산포항선,443.0,외동(부산)주유소,경북 경주시 외동읍상석길 58-74,외동(부산),441.0,,
속초,1508,1657,X,N,AD,B00196,,652.0,울산포항선,442.0,외동(포항)주유소,경북 경주시 외동읍상석길 58-70,외동(포항),440.0,1.0,0.0
기장,1517,1675,X,N,AD,B00216,055-312-2862,1000.0,수도권제1순환선,532.0,시흥하늘(판교)주유소,경기도 시흥시 서울외곽순환고속도로106,시흥하늘,530.0,,
진영,1517,1675,X,N,AD,B00215,055-312-2864,1000.0,수도권제1순환선,531.0,시흥하늘(일산)주유소,경기도 시흥시 서울외곽순환고속도로105-1,시흥하늘,530.0,,
퇴계원,1505,1648,X,N,AD,B00205,031-759-0178,1000.0,수도권제1순환선,507.0,성남(구리)주유소,경기도 성남시 수정구 산성대로 41,성남졸음쉼터,528.0,,
판교,1539,1689,X,N,HD,B00158,031-421-7344,1000.0,수도권제1순환선,330.0,의왕청계(일산)주유소,경기 의왕시 청계동산 8-18,청계졸음쉼터,424.0,,
판교,1524,1694,X,N,S,B00161,031-795-5870,1000.0,수도권제1순환선,337.0,서하남(판교)주유소,경기 하남시 춘궁동212,서하남행복드림쉼터,336.0,,
판교,1505,1648,X,N,AD,B00206,031-555-0740,1000.0,수도권제1순환선,508.0,구리남양주(판교)주유소,경기도 구리시 서울외곽순환고속도로 27 (한국도로공사구리영업소),구리남양주행복드림쉼터,564.0,,
냉정,1494,1668,1068,Y,AD,B00058,055-314-2447,1040.0,남해제2지선,237.0,장유(서부산)주유소,경남 김해시 장유면부곡리 419-2,장유(서부산),236.0,,
부산,1597,1727,X,N,SK,B00237,051-941-5155,1040.0,남해제2지선,593.0,서부산(순천)주유소,부산 강서구 남해2지선고속도로19(대저2동),서부산(순천),592.0,,
공주,1519,1699,1059,Y,AD,B00155,041-833-8300,1510.0,서천공주선,323.0,부여백제(서천)주유소,충남 부여군 내산면율암리 134,부여백제(서천),321.0,1.0,0.0
서천,1519,1699,1059,Y,AD,B00156,041-834-4600,1510.0,서천공주선,322.0,부여백제(공주)주유소,충남 부여군 내산면서천공주간고속도로 26,부여백제(공주),320.0,1.0,0.0
논산,1504,1669,1009,Y,AD,B00032,041-733-7487,2510.0,호남선의 지선,241.0,벌곡(논산)주유소,충남 논산시 벌곡면호남지선 고속도로25,벌곡(논산),240.0,,
대전,1504,1669,1009,Y,AD,B00105,041-732-3991,2510.0,호남선의 지선,239.0,벌곡(대전)주유소,충남 논산시 벌곡면양산리 209,벌곡(대전),238.0,,
마산,1498,1668,X,N,AD,B00214,054-932-1200,3010.0,상주영천선,523.0,삼국유사군위(상주)주유소,경상북도 영천시 신녕면 치산효령로 989-23,삼국유사군위(상주),521.0,,
양평,1498,1668,X,N,AD,B00213,054-933-0820,3010.0,상주영천선,522.0,군위영천(영천)주유소,경상북도 영천시 신녕면 치산효령로 865-43,군위영천(영천),520.0,,
퇴계원,1597,1747,1022,Y,SK,B00211,031-481-8147,3010.0,상주영천선,518.0,낙동강의성(영천)주유소,경상북도 의성군 단밀면 도안로 757-68,낙동강의성(영천),516.0,,
판교,1597,1747,1022,Y,SK,B00212,031-481-8149,3010.0,상주영천선,519.0,낙동강구미(상주)주유소,경상북도 구미시 도개면 용산3길 132122-65,낙동강구미(상주),517.0,,
대구,1517,1679,1038,Y,AD,B00064,053-614-2508,4510.0,중부내륙선의 지선,245.0,현풍(대구)주유소,대구광역시 달성군 현풍면성하리 716,현풍(대구),243.0,1.0,0.0
현풍,1514,1674,1038,Y,AD,B00065,053-614-2437,4510.0,중부내륙선의 지선,246.0,현풍(창원)주유소,대구광역시 달성군 현풍면 중부내륙지선고속도로 3현풍(현풍)주유소,현풍(창원),244.0,,
퇴계원,1505,1648,X,N,AD,B00219,031-528-3002,6000.0,부산외곽순환선,549.0,김해금관가야(창원)주유소,경상남도 김해시 대동면 월촌리770,김해금관가야,548.0,,
