bestfoodyn,etc,foodCost,foodMaterial,foodNm,lsttmAltrDttm,premiumyn,recommendyn,routeCd,routeNm,seasonMenu,seq,stdRestCd,stdRestNm,svarAddr
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,7500,,새우튀김우동,2024-05-07,N,N,10,경부선,4,4365,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,8400,,해물순두부찌개정식,2024-05-07,N,N,10,경부선,4,4370,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
Y,이미지 사진은 실물과 다소 차이가 있을수 있습니다,9500,,대구따로국밥정식,2024-05-07,Y,Y,10,경부선,4,4371,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,4500,,추억의간장꼬마김밥,2024-05-07,N,N,10,경부선,4,4372,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,8400,,소고기된장찌개정식,2024-05-07,N,N,10,경부선,4,4376,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다.,4000,,ex-라면,2024-05-07,N,N,10,경부선,4,4381,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다.,10900,,수제치즈돈가스정식,2024-05-07,N,N,10,경부선,4,4382,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다.,7000,,부산어묵우동,2024-05-07,N,N,10,경부선,4,4383,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,,4500,,소풍길충무김밥,2024-05-07,N,N,10,경부선,4,6148,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,6500,,가락자장면,2024-05-07,N,N,10,경부선,4,6149,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,9900,,경산대추소불고기덮밥정식,2024-05-07,Y,Y,10,경부선,4,7596,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,9500,,제육덮밥정식,2024-05-07,N,N,10,경부선,4,7600,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다,6500,,카레라이스정식,2024-05-07,N,N,10,경부선,4,7601,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,이미지 사진은 실물과 다소 차이가 있을수 있습니다.,8400,,바닷속해물라면,2024-05-07,N,N,10,경부선,4,7603,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
Y,이미지 사진은 실물과 다소 차이가 있을수 있습니다,9400,,경산대추비빔밥정식,2024-05-07,Y,Y,10,경부선,4,9406,50,평사(부산)휴게소,경북 경산시 진량읍경부고속도로105
N,국내산 돼지고기와 국내산 100%김치로 조리하여 깊은맛이 일품,8500,"김치찌개 육수 베이스 185g, 국내산 돼지고기 30g, 두부 40g 등",김치찌개,2024-05-07,N,N,10,경부선,4,4027,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"국내산 돼지고기와 양배추샐러드, 돈가스 소스를 따로 제공",11000,"돈가스 160g, 양배추40g, 오이피클20g, 단무지20g 등",왕돈가스,2024-05-07,N,N,10,경부선,4,4028,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"해물(꽃게, 새우, 바지락)과 순두부를 뚝배기에 얼큰하게 조리후 제공",8500,"순두부찌개 양념 50g, 순두부 150g, 꽃게 45g,  새우20g, 바지락 20g, 계란 1ea, 등",매콤순두부찌개,2024-05-07,N,N,10,경부선,4,4205,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"소불고기, 취나물, 고사리, 표고버섯, 콩나물 등을 비빔고추장과 함께 제공",9000,"비빔밥 소스 25g, 취나물 20g, 콩나물 20g, 고사리 20g, 표고버섯 20g, 당근20g,  계란후라이 1ea, 등",소불고기비빔밥,2024-05-07,N,N,10,경부선,4,4234,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
Y,건천읍에서 대표하는 버섯과 소차돌양지를 넣은 건천휴게소 착한상품,6500,"쥬키니호박25g, 양파15g, 느타리버섯20g, 팽이버섯10g, 소차돌양지30g, 된장 20g, 두부 60g, 청양고추 5g. 등",차돌버섯된장찌개,2024-05-07,N,Y,10,경부선,4,4237,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,중화면에 자장소스를 얹은후 제공,6000,"중화면 230g, 오이 10g, 자장소스 120g",자장면,2024-05-07,N,N,10,경부선,4,4251,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"냉동우동면을 해동시킨후 유부, 게맛살, 건더기스프, 쑥갓을 올린후 제공",5500,"우동면 230g, 건더기스프 5g, 유부 50g, 게맛살 20g",유부우동,2024-05-07,N,N,10,경부선,4,4253,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"우동면에 튀김과 건더기스프, 유부, 게맛살등을 고명하여 제공",6500,"우동면 230g, 튀김 30g, 유부 101g, 게맛살 10g",튀김우동,2024-05-07,N,N,10,경부선,4,4254,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,우동면에 꼬치어묵을 고명하여 제공,6000,"우동면 230g, 꼬치어묵 55g, 게맛살 10g, 건더기스프 5g, 유부 10g",꼬치어묵우동,2024-05-07,N,N,10,경부선,4,4260,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,신라면에 계란과 떡국떡을 첨가하여 조리,5000,"신라면 120g, 떡국떡 40g, 계란 44g",辛계란떡라면,2024-05-07,N,N,10,경부선,4,4277,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,신라면에 계란과 김치를 첨가하여 조리,5000,"신라면 120g, 맛김치 40g, 계란 44g",辛계란김치라면,2024-05-07,N,N,10,경부선,4,4278,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,신라면에 계란을 첨가하여 조리후 공기밥과 함께 제공,5500,"신라면 120g, 계란 44g, 공기밥 80g",辛계란라면정식,2024-05-07,N,N,10,경부선,4,4279,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,착한가격의 라면,4000,진라면 120g,EX라면,2024-05-07,N,N,10,경부선,4,4281,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,"국내산 돼지고기와 치즈, 양배추샐러드, 돈가스 소스를 따로 제공",9500,"치즈돈가스 140g, 양배추40g, 오이피클20g, 단무지20g 등",치즈돈가스,2024-05-07,N,N,10,경부선,4,6153,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
N,대구10미,9500,,대구육개장,2024-05-07,Y,N,10,경부선,4,10526,52,건천(서울)휴게소,경북 경주시 건천읍금척리 683-2
Y,"2015년 한국도로공사 휴게소 대표메뉴 평가에서 전국1위를 수상한 EX푸드""누구나돌솥비빔밥""입니다.

재료각각의 신선한 맛을 살리고 풍부한 양과 후식으로 나오는 수정과도 일품입니다.",8900,,누구나돌솥비빔밥,2024-05-07,N,Y,10,경부선,4,170,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,풍부한 야채와 얼큰한 국물 맛이 일품인 뽀글이돼지찌개입니다.,8400,,뽀글이돼지찌개정식,2024-05-07,N,Y,10,경부선,4,515,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,직접 제조한 된장을 사용하는 얼큰한 소고기된장찌게 입니다.,8400,,소고기된장찌개정식,2024-05-07,N,Y,10,경부선,4,516,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,신선한 해물과 구수한 순두부가 어우러진 해물순두부찌개입니다.,8400,,해물순두부찌개정식,2024-05-07,N,Y,10,경부선,4,517,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,모짜렐라 치즈가 듬뿍! 코바코 치즈돈가스입니다.,10900,,수제치즈돈가스정식,2024-05-07,N,Y,10,경부선,4,520,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,"풍부한 양과, 남녀노소 누구나 좋아하는 코바코등심돈가스 입니다.",10900,,수제등심돈가스정식,2024-05-07,N,Y,10,경부선,4,522,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,부산 전통의 어묵과 우동의 환상적인 조합! 부산어묵우동 입니다.,6500,,부산어묵우동,2024-05-07,Y,Y,10,경부선,4,525,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,새우와 얼큰한 우동국물이 어울어진 새우튀김우동!,7000,,새우튀김우동,2024-05-07,N,Y,10,경부선,4,526,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,맑은 국물이 일품인 본가설렁탕 입니다.,8900,,본가설렁탕정식,2024-05-07,N,N,10,경부선,4,3112,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,경주 지역농산물인 버섯을 사용,8900,,버섯제육덮밥정식,2024-05-07,N,N,10,경부선,4,3114,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,해물과 쫄깃한 라면이 잘 어울어진 해물라면!,6000,,얼큰해물라면,2024-05-07,N,N,10,경부선,4,3116,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,치즈가 듬뿍있는 치즈듬뿍라면 입니다.,6000,,치즈듬뿍라면,2024-05-07,N,N,10,경부선,4,3118,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,정식메뉴 양이 많다고 느끼시는 고객님들을 위한 하프메뉴 출시,5000,,하프)제육덮밥정식,2024-05-07,N,N,10,경부선,4,7645,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,저렴한 가격에 만나는 휴게소 음식,6500,,영양만점버섯덮밥(실속ex),2024-05-07,N,N,10,경부선,4,7646,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,,6500,,가락자장면,2024-05-07,N,N,10,경부선,4,7647,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,한국도로공사x휴게소 콜라보 합리적인 가격의 라면,4000,,휴라면,2024-05-07,N,N,10,경부선,4,7648,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,고객님들이 가장 많이 찾는 음식조합을 보다 저렴한 가격에 만나실 수 있습니다.,9900,,할인묶음_국민분식B(얼큰해물라면+추억의간장꼬마김밥),2024-05-07,N,N,10,경부선,4,7649,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
N,고객님들이 가장 많이 찾는 음식조합을 보다 저렴한 가격에 만나실 수 있습니다.,9900,,할인묶음_국민분식A(얼큰해물라면+소풍길충무김밥),2024-05-07,N,N,10,경부선,4,7650,54,건천(부산)휴게소,경북 경주시 건천읍방내리 14
Y,"경주의 브랜드 경우천년한우를 직접 납품 받아 각종 야채와 더불어 가마솥에서 푹 끓여낸 메뉴
2021년도 EX-FOOD로 선정되어 현재까지도 고객의 선호도가 가장 높은 명실상부 경주(부산)휴게소의 대표메뉴",11000,,경주천년한우국밥,2024-05-07,Y,N,10,경부선,4,8530,55,경주(부산)휴게소,경북 경주시 내남면 경부고속도로 59(월산리) 경주(부산)휴게소
N,,9000,,속시원한 동태탕,2024-05-07,N,Y,10,경부선,4,8531,55,경주(부산)휴게소,경북 경주시 내남면 경부고속도로 59(월산리) 경주(부산)휴게소
Y,,12000,,선덕여왕돈가스,2024-05-07,N,Y,10,경부선,4,8532,55,경주(부산)휴게소,경북 경주시 내남면 경부고속도로 59(월산리) 경주(부산)휴게소
Y,,7000,,묵은지김치찌개,2024-05-07,N,Y,10,경부선,4,3637,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4000,,돼지고기두루치기,2024-05-07,N,N,10,경부선,4,3640,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,2800,,아욱단배추된장국,2024-05-07,N,N,10,경부선,4,3641,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,6000,,우리된장찌개,2024-05-07,N,N,10,경부선,4,3642,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,10900,,코바코등심돈가스,2024-05-07,N,N,10,경부선,4,3649,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,10900,,코바코치즈돈가스,2024-05-07,N,N,10,경부선,4,3650,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3500,,돼지고기김치볶음,2024-05-07,N,N,10,경부선,4,5669,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,"따로국밥만 제공됩니다(공기밥, 반찬은 별도)

*대구따로국밥정식 메뉴 구매시 공기밥 및 반찬 포함입니다.",6500,,대구따로국밥,2024-05-07,N,N,10,경부선,4,5672,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4300,,흑후추우삽겹,2024-05-07,N,N,10,경부선,4,5673,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3000,,두부양념조림,2024-05-07,N,N,10,경부선,4,5675,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3100,,킹크랩맛살샐러드,2024-05-07,N,N,10,경부선,4,10166,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,2000,,민태튀김,2024-05-07,N,N,10,경부선,4,10167,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,2800,,계란찜,2024-05-07,N,N,10,경부선,4,10168,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3000,,비엔나소세지볶음,2024-05-07,N,N,10,경부선,4,10169,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,2100,,알타리김치,2024-05-07,N,N,10,경부선,4,10170,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3800,,탕수강정,2024-05-07,N,N,10,경부선,4,10171,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,1700,,염미역줄기볶음,2024-05-07,N,N,10,경부선,4,10172,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3000,,닭다리튀김,2024-05-07,N,N,10,경부선,4,10173,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,2800,,왕새우튀김,2024-05-07,N,N,10,경부선,4,10174,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,"카레 단품메뉴 입니다(공기밥, 반찬 제공x)",3200,,커리포트안심카레,2024-05-07,N,N,10,경부선,4,10175,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,1500,,어묵볶음,2024-05-07,N,N,10,경부선,4,10176,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,800,,맛있는김,2024-05-07,N,N,10,경부선,4,10177,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,1200,,포기김치,2024-05-07,N,N,10,경부선,4,10178,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,1500,,콩나물무침,2024-05-07,N,N,10,경부선,4,10179,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,6500,,가락자장면,2024-05-07,N,N,10,경부선,4,10180,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,5000,,치킨가라야게,2024-05-07,N,N,10,경부선,4,10182,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4000,,EX라면,2024-05-07,N,N,10,경부선,4,10183,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,7000,,들기름비빔라면,2024-05-07,N,N,10,경부선,4,10184,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,여름 계절상품입니다. (11월~익년 5월까지 판매하지 않습니다.),7000,,갈배비빔라면,2024-05-07,N,N,10,경부선,s,10185,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,튀김면이 아닌 '생면' 으로 만들어진 건강한 맛의 라면입니다. 일반 라면보다 싱겁다고 느끼실 수 있으니 평소 먹던 라면 맛을 원한다면 '바닷속해물라면'을 추천 드립니다.,6000,,가락속풀이생라면,2024-05-07,N,N,10,경부선,4,10186,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,7500,,새우튀김우동,2024-05-07,N,N,10,경부선,4,10187,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,7000,,부산어묵우동,2024-05-07,N,N,10,경부선,4,10188,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,6000,,유부우동,2024-05-07,N,N,10,경부선,4,10189,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,8400,,바닷속해물라면,2024-05-07,Y,Y,10,경부선,4,10190,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4500,,소풍길충무김밥,2024-05-07,N,N,10,경부선,4,10191,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4500,,추억의간장꼬마김밥,2024-05-07,N,N,10,경부선,4,10192,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,"맨날국수의 배말칼국수와 배말해장국, 김밥에는 배말과 보말, 그리고 각종 해산물로 우려낸 육수가 사용됨으로 진녹색빛을 띄며 천연 항암물질과 숙취해소, 간, 위를 보호하고 해독하며 골다공증 예방 및 치료에도 효과가 좋으며 육수 자체만으로도 건강 보양식입니다.",9000,배말,배말칼국수,2024-05-07,Y,N,10,경부선,4,11606,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,"맨날국수의 배말칼국수와 배말해장국, 김밥에는 배말과 보말, 그리고 각종 해산물로 우려낸 육수가 사용됨으로 진녹색빛을 띄며 천연 항암물질과 숙취해소, 간, 위를 보호하고 해독하며 골다공증 예방 및 치료에도 효과가 좋으며 육수 자체만으로도 건강 보양식입니다.",4800,"배말, 톳",톳김밥,2024-05-07,N,N,10,경부선,4,11608,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,4800,,땡초김밥,2024-05-07,N,N,10,경부선,4,11609,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,11000,,소머리곰탕정식,2024-05-07,N,N,10,경부선,4,11706,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,9500,,대구따로국밥정식,2024-05-07,N,N,10,경부선,4,11707,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,3900,,심해고등어오븐구이,2024-05-07,N,N,10,경부선,4,11708,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,꼬막 베이스로 만든 비빔국수,9000,,꼬막비빔국수,2024-05-07,Y,N,10,경부선,4,11709,57,언양(서울)휴게소,울산광역시 울주군 언양읍반곡리 966-14
N,,9500,,돌솥비빔밥,2024-05-07,N,Y,10,경부선,4,758,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
Y,100% 국내산 묵은김치 갈비 국내산 사용 깊은맛,11000,국내산 묵은지 국내산 갈비 육수 파 고명,묵은지돼지갈비찜,2024-05-07,N,N,10,경부선,4,3612,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,칼칼한 순두부찌개 각종 해산물과 육수사용,9000,순두부 해산물 육수 양념장 계란 파,순두부찌개,2024-05-07,N,Y,10,경부선,4,3635,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,유부와 우동육수에 쫄깃한우동 면 국물이 시원한맛,6000,유부 우동육수 치커리 맛살 파 김 우동면,유부우동,2024-05-07,N,N,10,경부선,4,3644,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,꼬지어묵 유부와 우동육수에 깊은맛 시원한맛,6500,꼬지어묵 유부 치커리 맛살 파 김,꼬지어묵우동,2024-05-07,N,N,10,경부선,4,3645,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,꼬지어묵 우동육수 쫄깃한 우동면 시원한국물맛 냄비로 한번더 끓여내어 나갑니다,7000,꼬지어묵 우동육수 치커리 맛살 파 김,냄비우동,2024-05-07,N,N,10,경부선,4,3648,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,9000,,김치찌개,2024-05-07,N,N,10,경부선,4,6621,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,10500,,해양산 얼큰우동돼지국밥,2024-05-07,Y,Y,10,경부선,4,6622,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,7000,,된장찌개,2024-05-07,N,N,10,경부선,4,6623,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,4000,,ex라면,2024-05-07,N,N,10,경부선,4,6624,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,5500,,콩나물해장라면,2024-05-07,N,N,10,경부선,4,6626,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,6500,,떡만두라면정식,2024-05-07,N,N,10,경부선,4,6627,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,6000,,충무김밥,2024-05-07,N,N,10,경부선,4,6629,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,10000,,등심돈가스,2024-05-07,N,N,10,경부선,4,6630,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,11000,,치즈돈가스,2024-05-07,N,N,10,경부선,4,6631,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,7000,,냉모밀국수,2024-05-07,N,N,10,경부선,s,10181,62,양산(서울)휴게소,경남 양산시 동면 내송리788번지
N,,12900,,육첩반상 - 삼겹구이반상,2024-05-07,N,N,100,남해선,4,9105,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,13800,,육첩반상 - 갈비탕 반상,2024-05-07,N,N,100,남해선,4,9106,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,9500,,히노아지 - 돈코츠 라멘,2024-05-07,N,N,100,남해선,4,9111,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,9500,,히노아지 - 탄탄멘,2024-05-07,N,N,100,남해선,4,9112,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,7500,,태양제면소 - 217 수제비,2024-05-07,N,N,100,남해선,4,9113,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,7500,,태양제면소 - 217 칼국수,2024-05-07,N,N,100,남해선,4,9114,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,9000,,고탑덮밥 - 고탑덮밥,2024-05-07,N,N,100,남해선,4,9115,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,8500,,고탑덮밥 - 육개탕면정식,2024-05-07,N,N,100,남해선,4,9116,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,6500,,푸드코트 - 꼬지어묵우동,2024-05-07,N,N,100,남해선,4,9117,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,6500,,푸드코트 - 새우튀김우동,2024-05-07,N,N,100,남해선,4,9118,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,5000,,푸드코트 - 유부우동,2024-05-07,N,N,100,남해선,4,9119,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,5000,,푸드코트 - 짜파게티,2024-05-07,N,N,100,남해선,4,9120,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,5000,,푸드코트 - 떡라면,2024-05-07,N,N,100,남해선,4,9122,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,4500,,푸드코트 - 라면,2024-05-07,N,N,100,남해선,4,9123,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,12500,,푸드코트 - 101번지남산돈까스,2024-05-07,N,N,100,남해선,4,9125,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,12900,,푸드코트 - 남산치즈돈까스,2024-05-07,N,N,100,남해선,4,9126,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,10500,,푸드코트 - 오색나물비빔밥 세트,2024-05-07,Y,N,100,남해선,4,9127,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,9000,,푸드코트 - 돼지김치찌개,2024-05-07,N,Y,100,남해선,4,9129,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
Y,,9000,,푸드코트 - 진영소국밥,2024-05-07,N,N,100,남해선,4,9130,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
Y,,9000,,푸드코트 - 해물순두부찌개,2024-05-07,N,Y,100,남해선,4,9132,63,진영(부산)휴게소,경남 김해시 진영읍우동리(하계로96번길)94-4
N,,8500,,바지락순두부,2024-05-07,N,N,100,남해선,4,6185,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,8500,,웰빙계절비빔밥,2024-05-07,N,N,100,남해선,4,6187,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
Y,,8500,,흑돼지 김치찌개,2024-05-07,N,N,100,남해선,4,6188,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,9000,,전통사골육개장,2024-05-07,N,Y,100,남해선,4,6189,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,8500,,해물된장찌개,2024-05-07,N,N,100,남해선,4,6191,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,9000,,코바코등심돈가스,2024-05-07,N,N,100,남해선,4,6193,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,8500,,코바코옛날돈가스,2024-05-07,N,Y,100,남해선,4,6194,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,10000,,코바코치즈돈가스,2024-05-07,N,N,100,남해선,4,6195,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,11000,,코바코스페설돈가스,2024-05-07,Y,N,100,남해선,4,6196,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,6000,,생선살어묵우동,2024-05-07,N,N,100,남해선,4,6197,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,5500,,옛날자장면,2024-05-07,N,N,100,남해선,4,6198,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,5500,,유부우동,2024-05-07,N,N,100,남해선,4,6199,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,4000,,휴라면,2024-05-07,N,Y,100,남해선,4,6200,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,5000,,떡만두라면,2024-05-07,N,N,100,남해선,4,6203,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,떡이들어가 있는 떡라면,4500,,떡라면,2024-05-07,N,N,100,남해선,4,6204,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,9000,,놀부부대찌개,2024-05-07,N,Y,100,남해선,4,6785,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
N,,9000,,흥부부대찌개,2024-05-07,Y,N,100,남해선,4,6786,64,진영(순천)휴게소,경남 김해시 진영읍우동리(하계로96번길) 68
